,,,,,6.07,,10,Variation,Power=DC12V 0.58A 7W,12SAN7
,,,,,7.2,,10,Variation,Power=DC12V 1.25A 15W,12SAN15
,,,,,5.84,,10,Variation,Power=DC12V 1A 12W,12WC12
,,,,,8.23,,10,Variation,Power=DC12V 3A 36W,12WC36
,,,,,8.36,,10,Variation,Power=DC12V 2.9A 35W,12SAN35
,,,,,15.23,,10,Variation,Power=DC12V 5A 60W,12SAN60
,,,,,8.23,,10,Variation,Power=DC12V 2A 24W,12WC24
Revise,263000000000,Vintage Black Round Braided Fabric Flexible 3Core Electrical Cable UK Lighting,UK,GBP,3.83,,10,,,CL3RBM
Revise,263000000000,VINTAGE RED 3 CORE ROUND BRAIDED CABLE FABRIC ELECTRIC LIGHT CORD FLEX CABLE,UK,GBP,4.11,,10,,,CL3RRE
Revise,263000000000,Electrical Cable 3 Core Vintage Blue Round Braided Fabric Flex Cable Light Cord,UK,GBP,4.01,,10,,,3CRBE
Revise,263000000000,ELECTRIC LIGHT CORD CABLE ROUND 3CORE BABY PINK BRAIDED CABLE FABRIC FLEX CABLE,UK,GBP,3.09,,10,,,CL3RBP
Revise,263000000000,Blue 3Core Twisted Italian Style Electric Cable Braided Fabric Flex Light 0.75mm,UK,GBP,3.06,,10,,,CL3TBL
Revise,263000000000,0.75mm Dark Blue Twisted 3 Core Braided Electric Cable Vintage Fabric Lamp Cord,UK,GBP,3.39,,10,,,CL3TBD
Revise,263000000000,3 Core Twisted Fabric Flex Lighting Cord Vintage Red Colour Braided Cable,UK,GBP,2.75,,10,,,CL3TRE
Revise,263000000000,Round Braided Vintage Fabric Gold Colour Lighting Cable Flex 3Core0.75mm 10M,UK,GBP,25.79,,10,,,CL3RGDAPK
Revise,263000000000,DC12V LED Driver Switching Power Supply Transformer for LED Strip CCTV MR16 UK,UK,GBP,,,,,Watts=15W;24W;30W;40W;60W;80W;100W;120W;150W;180W;200W;240W;300W;360W;400W;480W,DC12V LED Driver
,,,,,7.2,,10,Variation,Watts=30W,12IP2030
,,,,,8.24,,10,Variation,Watts=40W,12IP2040
,,,,,15.34,,10,Variation,Watts=100W,12IP20100
,,,,,12.71,,10,Variation,Watts=120W,12IP20120
,,,,,15.83,,10,Variation,Watts=150W,12IP20150
,,,,,19.47,,10,Variation,Watts=180W,12IP20180
,,,,,16.19,,10,Variation,Watts=200W,12IP20200
,,,,,19.51,,10,Variation,Watts=240W,12IP20240
,,,,,32.23,,10,Variation,Watts=480W,12IP20480
,,,,,3.77,,10,Variation,Watts=15W,12IP2015
,,,,,6.3,,10,Variation,Watts=24W,12IP2024
,,,,,10.08,,0,Variation,Watts=60W,12IP2060
,,,,,11.28,,10,Variation,Watts=80W,12IP2080
,,,,,19.41,,10,Variation,Watts=300W,12IP20300
,,,,,20.11,,10,Variation,Watts=360W,12IP20360
,,,,,20.89,,10,Variation,Watts=400W,12IP20400
Revise,263000000000,IP65 2/3 Way Underground Cable Wire Connectors Outdoor Waterproof Junction Box,UK,GBP,,,,,Pack=5;10|Number of Ways=2 Way;3 Way,IP65 2/3 way Junction box
,,,,,17.77,,10,Variation,Number of Ways=2 Way|Pack=5,WJB25PK
,,,,,30.37,,10,Variation,Number of Ways=3 Way|Pack=10,WJB3APK
,,,,,30.23,,10,Variation,Number of Ways=2 Way|Pack=10,WJB2APK
,,,,,15.65,,10,Variation,Number of Ways=3 Way|Pack=5,WJB35PK
Revise,263000000000,2/3/5 Way Connector Wire Reusable Spring Lever Terminal Cable Blocks Lighting UK,UK,GBP,,,,,Number of Ports=2;3;5|Number of Pack=1;5;10;20;50;100,2/3/5 way wire connector
,,,,,1.75,,10,Variation,Number of Ports=2|Number of Pack=1,CO232AGY
,,,,,2.6,,10,Variation,Number of Ports=2|Number of Pack=5,CO232AGY5PK
,,,,,3.27,,10,Variation,Number of Ports=2|Number of Pack=10,CO232AGYAPK
,,,,,5.56,,10,Variation,Number of Ports=2|Number of Pack=20,CO232AGYCPK
,,,,,12.29,,10,Variation,Number of Ports=2|Number of Pack=50,CO232AGYEPK
,,,,,21.33,,10,Variation,Number of Ports=2|Number of Pack=100,CO232AGYFPK
,,,,,1.72,,10,Variation,Number of Ports=3|Number of Pack=1,CO332AGY
,,,,,2.83,,10,Variation,Number of Ports=3|Number of Pack=5,CO332AGY5PK
,,,,,4.61,,10,Variation,Number of Ports=3|Number of Pack=10,CO332AGYAPK
,,,,,6,,10,Variation,Number of Ports=3|Number of Pack=20,CO332AGYCPK
,,,,,13.27,,10,Variation,Number of Ports=3|Number of Pack=50,CO332AGYEPK
,,,,,24.71,,10,Variation,Number of Ports=3|Number of Pack=100,CO332AGYFPK
,,,,,2.55,,10,Variation,Number of Ports=5|Number of Pack=1,CO532AGY
,,,,,4.61,,10,Variation,Number of Ports=5|Number of Pack=5,CO532AGY5PK
,,,,,6.67,,10,Variation,Number of Ports=5|Number of Pack=10,CO532AGYAPK
,,,,,10.77,,10,Variation,Number of Ports=5|Number of Pack=20,CO532AGYCPK
,,,,,21.56,,10,Variation,Number of Ports=5|Number of Pack=50,CO532AGYEPK
,,,,,39.72,,10,Variation,Number of Ports=5|Number of Pack=100,CO532AGYFPK
Revise,263000000000,LED Lighting Transformer 10W - 300W IP67 Waterproof Driver Power Supply DC12V UK,UK,GBP,,,,,Power=10W;15W;20W;24W;30W;36W;45W;50W;60W;80W;100W;120W;150W;250W;300W;350W,IP67 Waterproof Transformer
,,,,,8.37,,10,Variation,Power=24W,12IP6724
,,,,,4.88,,10,Variation,Power=10W,12IP6710
,,,,,5.43,,10,Variation,Power=15W,12IP6715
,,,,,6.83,,10,Variation,Power=20W,12IP6720
,,,,,7.93,,10,Variation,Power=30W,12IP6730
,,,,,9.01,,10,Variation,Power=36W,12IP6736
,,,,,9.67,,0,Variation,Power=45W,12IP6745
,,,,,11.86,,10,Variation,Power=50W,12IP6750
,,,,,16.21,,10,Variation,Power=60W,12IP6760
,,,,,17.3,,0,Variation,Power=80W,12IP6780
,,,,,19.42,,0,Variation,Power=100W,12SIP67100
,,,,,24.18,,0,Variation,Power=120W,12IP67120
,,,,,28.99,,0,Variation,Power=150W,12SIP67150
,,,,,46.87,,0,Variation,Power=300W,12IP67300
,,,,,42.73,,10,Variation,Power=250W,12IP67250
,,,,,54.41,,10,Variation,Power=350W,12IP67350
